interval,event,switch,switch_name,port,target_type,target_index,flow_id,source_terminal,destination_terminal,creation_interval,age_intervals,capacity_gbit,queued_before_gbit,send_gbit,remaining_after_gbit,dropped_gbit
1,stage_arrival,11,S03,0,switch,6,50927,23,0,0,1,132.338,0,0,100,0
1,stage_arrival,36,S18,0,switch,35,50921,73,0,0,1,247.316,0,0,100,0
1,stage_arrival,2,S10,1,switch,16,50922,4,0,0,1,243.793,0,0,100,0
1,stage_arrival,53,S55,1,switch,40,50926,106,0,0,1,298.054,0,0,100,0
1,stage_arrival,57,S47,1,switch,50,50923,115,0,0,1,259.289,0,0,100,0
1,stage_arrival,5,S63,0,switch,0,50920,11,0,0,1,259.679,0,0,100,0
1,stage_arrival,21,S53,2,switch,8,50925,43,0,0,1,135.597,0,0,100,0
1,stage_arrival,52,S30,2,switch,54,50924,105,0,0,1,164.752,0,0,100,0
1,allocate_send_arrival,5,S63,0,switch,0,50920,11,0,0,1,259.679,0,100,0,0
1,allocate_send_arrival,21,S53,2,switch,8,50925,43,0,0,1,135.597,0,100,0,0
1,allocate_send_arrival,52,S30,2,switch,54,50924,105,0,0,1,164.752,0,100,0,0
1,allocate_send_arrival,53,S55,1,switch,40,50926,106,0,0,1,298.054,0,100,0,0
1,allocate_send_arrival,11,S03,0,switch,6,50927,23,0,0,1,132.338,0,100,0,0
1,allocate_send_arrival,57,S47,1,switch,50,50923,115,0,0,1,259.289,0,100,0,0
1,allocate_send_arrival,2,S10,1,switch,16,50922,4,0,0,1,243.793,0,100,0,0
1,allocate_send_arrival,36,S18,0,switch,35,50921,73,0,0,1,247.316,0,100,0,0
2,stage_arrival,53,S55,1,switch,40,50926,106,0,0,2,298.054,0,0,100,0
2,stage_arrival,57,S47,1,switch,50,50923,115,0,0,2,259.289,0,0,100,0
2,stage_arrival,11,S03,0,switch,6,50927,23,0,0,2,132.338,0,0,100,0
2,stage_arrival,40,S29,1,switch,45,50926,106,0,0,2,131.396,0,0,100,0
2,stage_arrival,50,S38,2,switch,4,50923,115,0,0,2,290.506,0,0,100,0
2,stage_arrival,5,S63,0,switch,0,50920,11,0,0,2,259.679,0,0,100,0
2,stage_arrival,16,S11,0,switch,12,50922,4,0,0,2,200.84,0,0,100,0
2,stage_arrival,6,S02,0,switch,1,50927,23,0,0,2,138.732,0,0,100,0
2,stage_arrival,8,S52,0,switch,1,50925,43,0,0,2,255.562,0,0,100,0
2,stage_arrival,36,S18,0,switch,35,50921,73,0,0,2,247.316,0,0,100,0
2,stage_arrival,52,S30,2,switch,54,50924,105,0,0,2,164.752,0,0,100,0
2,stage_arrival,35,S17,2,switch,37,50921,73,0,0,2,246.878,0,0,100,0
